SYMBOL,COMPANY,INDUSTRY,SERIES,FACEVALUE,PURPOSE,EXDATE,RECORDDATE,BCSTARTDATE,BCENDDATE,NDSTARTDATE,NDENDDATE,DOWNDAY
NMDC,NMDC Limited,-,EQ,1, Interim Dividend - Rs 5.29 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
NRBBEARING,NRB Bearing Limited,-,EQ,2, Interim Dividend - Rs 0.80 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
SANDHAR,Sandhar Technologies Limited,-,EQ,10, Interim Dividend - Rs 1.25 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
SATIA,Satia Industries Limited,-,EQ,1, Interim Dividend - Re 0.15 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
PRECWIRE,Precision Wires India Limited,-,EQ,5, Interim Dividend - Rs 1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
TORNTPOWER,Torrent Power Limited,-,EQ,10, Interim Dividend - Rs 11.60 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
TRIVENI,Triveni Engineering & Industries Limited,-,EQ,1, Interim Dividend - Re 1.1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
SUNDARMFIN,Sundaram Finance Limited,-,EQ,10, Interim Dividend - Rs 10 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
SHREYANIND,Shreyans Industries Limited,-,EQ,10, Interim Dividend - Rs 3 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
CESC,CESC Limited,-,EQ,10, Interim Dividend - Rs 20 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
CONCOR,Container Corporation of India Limited,-,EQ,5, Int Dividend - Rs 0.75 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
CENTURYPLY,Century Plyboards (India) Limited,-,EQ,1, Interim Dividend - Re 1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,-,EQ,2, Interim Dividend - Rs 1.10 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
ALKYLAMINE,Alkyl Amines Chemicals Limited,-,EQ,5, Interim Dividend - Rs 10 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
AMRUTANJAN,Amrutanjan Health Care Limited,-,EQ,1, Interim Dividend - Re 1.55 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
BODALCHEM,Bodal Chemicals Limited,-,EQ,2, Interim Dividend - Re 0.80 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
DWARKESH,Dwarikesh Sugar Industries Limited,-,EQ,1, Interim Dividend - Re 1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
GSCLCEMENT,Gujarat Sidhee Cement Limited,-,EQ,10, Interim Dividend - Re 1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
VISAKAIND,Visaka Industries Limited,-,EQ,10, Int Dividend - Rs 10 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
HGS,Hinduja Global Solutions Limited,-,EQ,10, Interim Dividend - Rs 15 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
IRCON,Ircon International Limited,-,EQ,10, Interim Dividend - Rs 13.45 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
MAZDA,Mazda Limited,-,EQ,10, Interim Dividend - Rs 7.5 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
OIL,Oil India Limited,-,EQ,10, Interim Dividend - Rs 9 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
DAAWAT,LT Foods Limited,-,EQ,1, Interim Dividend- Re 0.50 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
CARERATING,CARE Ratings Limited,-,EQ,10, Interim Dividend - Rs 6 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
EMBASSY,Embassy Office Parks REIT,-,RR,300, Distribution - Rs 6.10 Per Unit,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
COSMOFILMS,Cosmo Films Limited,-,EQ,10, Interim Dividend - Rs 15 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
SELAN,Selan Exploration Technology Limited,-,EQ,10, Interim Dividend - Rs 5 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-02-21 10:06:12
