SYMBOL,COMPANY,INDUSTRY,SERIES,FACEVALUE,PURPOSE,EXDATE,RECORDDATE,BCSTARTDATE,BCENDDATE,NDSTARTDATE,NDENDDATE,DOWNDAY
MRF,MRF Limited,-,EQ,10, Interim Dividend - Rs 3 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
NMDC,NMDC Limited,-,EQ,1, Interim Dividend - Rs 5.29 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
NRBBEARING,NRB Bearing Limited,-,EQ,2, Interim Dividend - Rs 0.80 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
LUXIND,Lux Industries Limited,-,EQ,2, Interim Dividend - Rs 10 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
MAANALU,Maan Aluminium Limited,-,EQ,10, Interim Dividend - Re 1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
NATIONALUM,National Aluminium Company Limited,-,EQ,5, Interim Dividend - Rs 1.5 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
NAUKRI,Info Edge (India) Limited,-,EQ,10, Interim Dividend - Rs 3.50 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,-,EQ,2, Interim Dividend - Rs 1.10 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
CENTURYPLY,Century Plyboards (India) Limited,-,EQ,1, Interim Dividend - Re 1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
ALKYLAMINE,Alkyl Amines Chemicals Limited,-,EQ,5, Interim Dividend - Rs 10 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
CESC,CESC Limited,-,EQ,10, Interim Dividend - Rs 20 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
AMRUTANJAN,Amrutanjan Health Care Limited,-,EQ,1, Interim Dividend - Re 1.55 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
BODALCHEM,Bodal Chemicals Limited,-,EQ,2, Interim Dividend - Re 0.80 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
FINEORG,Fine Organic Industries Limited,-,EQ,5, Interim Dividend - Rs 4 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
HGS,Hinduja Global Solutions Limited,-,EQ,10, Interim Dividend - Rs 15 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
EMBASSY,Embassy Office Parks REIT,-,RR,300, Distribution - Rs 6.10 Per Unit,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
IRCON,Ircon International Limited,-,EQ,10, Interim Dividend - Rs 13.45 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
MAZDA,Mazda Limited,-,EQ,10, Interim Dividend - Rs 7.5 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
OIL,Oil India Limited,-,EQ,10, Interim Dividend - Rs 9 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
CARERATING,CARE Ratings Limited,-,EQ,10, Interim Dividend - Rs 6 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
COSMOFILMS,Cosmo Films Limited,-,EQ,10, Interim Dividend - Rs 15 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
SELAN,Selan Exploration Technology Limited,-,EQ,10, Interim Dividend - Rs 5 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
DAAWAT,LT Foods Limited,-,EQ,1, Interim Dividend- Re 0.50 Per Share,2020-02-20,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
PIIND,PI Industries Limited,-,EQ,1, Interim Dividend - Rs 3 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
INFOBEAN,InfoBeans Technologies Limited,-,EQ,10, Interim Dividend - Re 1 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
BALKRISIND,Balkrishna Industries Limited,-,EQ,2, Interim Dividend - Rs 16 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
SUNTV,Sun TV Network Limited,-,EQ,5, Interim Dividend-Rs 7.5 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
TDPOWERSYS,TD Power Systems Limited,-,EQ,10, Interim Dividend - Rs 1.50 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
BALAJITELE,Balaji Telefilms Limited,-,EQ,2, Interim Dividend - Rs 0.40 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
TIDEWATER,Tide Water Oil Company (India) Limited,-,EQ,5, Interim Dividend - Rs 60 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
AVTNPL,AVT Natural Products Limited,-,EQ,1, Interim Dividend - Rs 0.25 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
SHREECEM,SHREE CEMENT LIMITED,-,EQ,10, Interim Dividend - Rs 110 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
NATCOPHARM,Natco Pharma Limited,-,EQ,2, Interim Dividend - Rs 3.5 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
GOLDIAM,Goldiam International Limited,-,EQ,10, Interim Dividend - Rs 3 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
VIPIND,VIP Industries Limited,-,EQ,2, Interim Dividend - Rs 3.2 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
APCOTEXIND,Apcotex Industries Limited,-,EQ,2, Interim Dividend - Rs 3 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
SWSOLAR,Sterling And Wilson Solar Limited,-,EQ,1, Interim Dividend - Rs 6 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
AARTIIND,Aarti Industries Limited,-,EQ,5, Interim Dividend - Rs 2.5 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
IRCTC,Indian Railway Catering And Tourism Corporation Limited,-,EQ,10, Interim Dividend - Rs 10 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
MAYURUNIQ,Mayur Uniquoters Ltd,-,EQ,5, Interim Dividend - Rs 1.50 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
BDL,Bharat Dynamics Limited,-,EQ,10, Interim Dividend - Rs 6.25 Per Share,2020-02-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
DIVISLAB,Divi's Laboratories Limited,-,EQ,2, Interim Dividend - Rs 16 Per Share,2020-02-25,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
DHANUKA,Dhanuka Agritech Limited,-,EQ,2, Interim Dividend - Rs 12 Per Share,2020-02-25,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
WHEELS,Wheels India Limited,-,EQ,10, Interim Dividend - Rs 3 Per Share,2020-02-25,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
SJVN,SJVN Limited,-,EQ,10, Interim Dividend - Rs 1.70 Per Share,2020-02-25,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
PHILIPCARB,Phillips Carbon Black Limited,-,EQ,2, Interim Dividend - Rs 3.5 Per Share Special Dividend - Rs 3.5 Per Share,2020-02-25,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
VARROC,Varroc Engineering Limited,-,EQ,1, Interim Dividend - Rs 3 Per Share,2020-02-25,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,-,EQ,2, Interim Dividend - Rs 2 Per Share,2020-02-25,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
APOLLOHOSP,Apollo Hospitals Enterprise Limited,-,EQ,5, Interim Dividend - Rs 3.25 Per Share,2020-02-25,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
CAREERP,Career Point Limited,-,EQ,10, Interim Dividend - Re 1 Per Share,2020-02-25,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
HIL,HIL Limited,-,EQ,10, Interim Dividend - Rs 10 Per Share,2020-02-25,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
HBLPOWER,HBL Power Systems Limited,-,EQ,1, Interim Dividend-Re 0.20 Per Share,2020-02-26,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
VGUARD,V-Guard Industries Limited,-,EQ,1, Interim Dividend - Re 0.90 Per Share,2020-02-26,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
CERA,Cera Sanitaryware Limited,-,EQ,5, Interim Dividend-Rs 13 Per Share,2020-02-26,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
DYNPRO,Dynemic Products Limited,-,EQ,10, Interim Dividend - Rs 1.50 Per Share,2020-02-26,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
LAOPALA,La Opala RG Limited,-,EQ,2, Interim Dividend - Rs 1.20 Per Share,2020-02-26,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
795GS2032,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
TRIDENT,Trident Limited,-,EQ,1, Interim Dividend - Re 0.18 Per Share,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
POLYMED,Poly Medicure Limited,-,EQ,5, Interim Dividend - Rs 2 Per Share,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
ADORWELD,Ador Welding Limited,-,EQ,10, Interim Dividend - Rs 6.50 Per Share,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
BANSWRAS,Banswara Syntex Limited,-,EQ,10, Interim Dividend - Rs 1.50 Per Share,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
587GS2022,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,-,EQ,10, Int Div-Rs 0.5 Per Sh,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
SWELECTES,Swelect Energy Systems Limited,-,EQ,10, Interim Dividend - Rs 1.25 Per Share,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
KIRLOSBROS,Kirloskar Brothers Limited,-,EQ,2, Interim Dividend - Rs 2 Per Share,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
FSL,Firstsource Solutions Limited,-,EQ,10, Interim Dividend - Rs 2.50 Per Share,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
GRPLTD,GRP Limited,-,EQ,10, Interim Dividend - Rs 5.5 Per Share,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
IDFCFIRSTB,IDFC First Bank Limited,-,HB,5000, Interest Payment,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
GULPOLY,Gulshan Polyols Limited,-,EQ,1, Interim Dividend - Re 0.70 Per Share,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
RUBYMILLS,The Ruby Mills Limited,-,EQ,5, Interim Dividend - Rs 1.75 Per Share,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
SANDESH,The Sandesh Limited,-,EQ,10, Interim Dividend - Rs 5 Per Share,2020-02-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
PFC,Power Finance Corporation Limited,-,EQ,10, Interim Dividend - Rs 9.5 Per Share,2020-02-28,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
MASFIN,MAS Financial Services Limited,-,EQ,10, Interim Dividend - Rs 6 Per Share,2020-03-02,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
NIITLTD,NIIT Limited,-,EQ,2, Interim Dividend - Rs 8 Per Share,2020-03-02,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
TECHM,Tech Mahindra Limited,-,EQ,5, Interim Dividend - Rs 10 Per Share,2020-03-02,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
BERGEPAINT,Berger Paints (I) Limited,-,EQ,1, Interim Dividend - Rs 1.90 Per Share,2020-03-02,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
QUICKHEAL,Quick Heal Technologies Limited,-,EQ,10, Interim Dividend - Rs 4 Per Share,2020-03-02,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-13 12:18:07
